DS,Id,LenT,TypoT,UTT,LenD,TypoD,UTD,LenB,TypoB,UTB
Eclipse,235394,8,0,0,42,4,4,50,4,4
Eclipse,235395,10,5,5,214,72,32,224,77,37
Eclipse,235396,5,1,1,61,5,4,66,6,5
Eclipse,235397,6,1,1,26,6,5,32,7,6
Eclipse,216188,5,1,1,71,13,8,76,14,9
Eclipse,235398,5,1,1,4,1,1,9,2,2
Eclipse,235399,4,1,1,51,3,3,55,4,4
Eclipse,235400,6,1,1,106,32,12,112,33,13
Eclipse,235401,6,0,0,35,0,0,41,0,0
Eclipse,235402,9,1,1,33,8,6,42,9,7
Eclipse,235403,5,0,0,105,11,8,110,11,8
Eclipse,235404,6,0,0,43,2,2,49,2,2
Eclipse,235405,8,0,0,5,0,0,13,0,0
Eclipse,235407,8,1,1,16,4,3,24,5,4
Eclipse,216189,11,4,4,44,13,6,55,17,10
Eclipse,235408,6,0,0,30,1,1,36,1,1
Eclipse,235409,7,0,0,20,2,2,27,2,2
Eclipse,235410,8,0,0,23,1,1,31,1,1
Eclipse,235411,4,2,2,7,0,0,11,2,2
Eclipse,235412,8,1,1,77,6,6,85,7,7
Eclipse,235413,4,1,1,16,1,1,20,2,2
Eclipse,235415,4,0,0,21,1,1,25,1,1
Eclipse,235416,6,1,1,25,2,2,31,3,3
Eclipse,235417,9,3,3,20,4,4,29,7,7
Eclipse,235418,10,3,3,43,2,2,53,5,5
Eclipse,235419,3,1,1,69,9,8,72,10,9
Eclipse,235421,4,0,0,30,2,2,34,2,2
Eclipse,235422,7,0,0,31,4,3,38,4,3
Eclipse,235423,6,2,2,21,4,4,27,6,6
Eclipse,235424,6,1,1,16,4,4,22,5,5
Eclipse,235425,7,1,1,53,8,8,60,9,9
Eclipse,235426,4,1,1,23,3,2,27,4,3
Eclipse,235427,6,0,0,4,0,0,10,0,0
Eclipse,216191,9,1,1,105,9,6,114,10,7
Eclipse,235428,6,1,1,171,52,27,177,53,28
Eclipse,235429,5,3,3,227,87,35,232,90,38
Eclipse,235430,3,0,0,84,4,3,87,4,3
Eclipse,235431,11,2,2,15,3,3,26,5,5
Eclipse,235432,5,0,0,47,6,6,52,6,6
Eclipse,235433,3,2,2,185,35,22,188,37,24
Eclipse,235434,8,3,3,101,8,7,109,11,10
Eclipse,235435,4,1,1,28,4,3,32,5,4
Eclipse,235436,3,1,1,20,5,5,23,6,6
Eclipse,235437,3,2,2,18,6,6,21,8,8
Eclipse,216192,5,1,1,49,3,1,54,4,2
Eclipse,235438,6,1,1,151,38,17,157,39,18
Eclipse,235439,5,0,0,17,1,1,22,1,1
Eclipse,235440,6,0,0,655,234,103,661,234,103
Eclipse,235441,8,1,1,15,1,1,23,2,2
Eclipse,235442,10,1,1,31,1,1,41,2,2
Eclipse,235443,6,0,0,47,2,2,53,2,2
Eclipse,235444,12,0,0,42,0,0,54,0,0
Eclipse,235445,8,3,3,64,10,9,72,13,12
Eclipse,235446,7,0,0,64,0,0,71,0,0
Eclipse,235447,7,0,0,311,77,23,318,77,23
Eclipse,216193,6,0,0,21,1,1,27,1,1
Eclipse,235448,9,0,0,189,35,14,198,35,14
Eclipse,235449,6,3,3,231,14,10,237,17,13
Eclipse,235450,6,3,3,3,0,0,9,3,3
Eclipse,235452,8,0,0,25,1,1,33,1,1
Eclipse,235453,9,2,2,136,15,5,145,17,7
Eclipse,235454,7,4,4,240,51,23,247,55,27
Eclipse,235455,4,0,0,63,5,4,67,5,4
Eclipse,235456,6,1,1,1254,324,58,1260,325,59
Eclipse,235457,7,3,3,247,16,11,254,19,14
Eclipse,216195,5,1,1,94,24,8,99,25,9
Eclipse,235458,6,1,1,31,2,1,37,3,2
Eclipse,235459,8,1,1,6,0,0,14,1,1
Eclipse,235460,6,2,2,227,54,22,233,56,24
Eclipse,235461,8,1,1,14,0,0,22,1,1
Eclipse,235462,6,0,0,5,0,0,11,0,0
Eclipse,235463,10,2,1,158,47,37,168,49,38
Eclipse,235464,5,1,1,46,11,6,51,12,7
Eclipse,235465,8,4,4,101,12,7,109,16,11
Eclipse,235466,3,0,0,7,0,0,10,0,0
Eclipse,235467,5,0,0,4,0,0,9,0,0
Eclipse,216196,5,2,2,11,2,2,16,4,4
Eclipse,214260,5,0,0,6,0,0,11,0,0
Eclipse,235468,5,0,0,6,0,0,11,0,0
Eclipse,235469,7,4,4,192,11,10,199,15,14
Eclipse,235471,7,2,2,174,48,34,181,50,36
Eclipse,235472,8,1,1,182,42,30,190,43,31
Eclipse,235473,6,4,4,98,14,11,104,18,15
Eclipse,235474,9,4,4,63,6,6,72,10,10
Eclipse,235475,7,2,2,93,10,10,100,12,12
Eclipse,235476,6,2,2,73,10,10,79,12,12
Eclipse,235477,6,2,2,179,44,32,185,46,34
Eclipse,235478,4,1,1,58,16,9,62,17,10
Eclipse,216197,8,1,1,61,12,8,69,13,9
Eclipse,235479,3,1,1,671,178,71,674,179,72
Eclipse,235480,5,1,1,8,1,1,13,2,2
Eclipse,235481,6,1,1,24,2,1,30,3,2
Eclipse,235482,5,0,0,46,4,3,51,4,3
Eclipse,235483,6,3,2,355,113,45,361,116,47
Eclipse,235484,4,1,1,50,14,12,54,15,13
Eclipse,235485,5,0,0,6,0,0,11,0,0
Eclipse,235486,6,0,0,10,0,0,16,0,0
Eclipse,235487,7,2,2,31,1,1,38,3,3
Eclipse,235488,6,1,1,10,1,1,16,2,2
Eclipse,216198,5,0,0,10,0,0,15,0,0
Eclipse,235489,5,2,2,228,57,43,233,59,45
Eclipse,235490,5,1,1,323,64,35,328,65,36
Eclipse,235491,2,1,1,70,14,7,72,15,8
Eclipse,235492,7,2,1,150,41,32,157,43,33
Eclipse,235493,11,2,2,53,2,2,64,4,4
Eclipse,235495,11,4,4,90,12,10,101,16,14
Eclipse,235496,6,2,1,114,14,12,120,16,13
Eclipse,235497,7,0,0,38,1,1,45,1,1
Eclipse,235498,8,0,0,25,1,1,33,1,1
Eclipse,216199,3,0,0,58,9,8,61,9,8
Eclipse,235499,5,2,2,54,9,8,59,11,10
Eclipse,235500,4,0,0,97,5,5,101,5,5
Eclipse,235501,8,1,1,130,28,13,138,29,14
Eclipse,235502,7,1,1,336,98,47,343,99,48
Eclipse,235503,7,1,1,5,0,0,12,1,1
Eclipse,235504,8,0,0,57,6,4,65,6,4
Eclipse,235505,5,0,0,8,0,0,13,0,0
Eclipse,235506,8,2,2,414,83,38,422,85,40
Eclipse,235507,11,2,2,28,5,3,39,7,5
Eclipse,235508,8,0,0,57,4,3,65,4,3
Eclipse,216200,11,1,1,61,7,7,72,8,8
Eclipse,235509,6,1,1,57,3,2,63,4,3
Eclipse,235510,6,1,1,266,79,29,272,80,30
Eclipse,235511,3,0,0,74,22,12,77,22,12
Eclipse,235512,6,0,0,49,4,4,55,4,4
Eclipse,235513,6,0,0,47,1,1,53,1,1
Eclipse,235514,5,2,2,55,9,7,60,11,9
Eclipse,235515,6,0,0,77,6,2,83,6,2
Eclipse,235516,6,1,1,40,2,2,46,3,3
Eclipse,235517,4,1,1,119,14,7,123,15,8
Eclipse,235518,8,0,0,40,1,1,48,1,1
Eclipse,216201,6,1,1,33,5,4,39,6,5
Eclipse,235519,6,1,1,29,4,2,35,5,3
Eclipse,235520,10,1,1,55,3,3,65,4,4
Eclipse,235521,7,1,1,43,4,2,50,5,3
Eclipse,235522,4,0,0,7,0,0,11,0,0
Eclipse,235523,5,0,0,67,7,6,72,7,6
Eclipse,235524,6,0,0,56,2,2,62,2,2
Eclipse,235525,6,0,0,28,1,1,34,1,1
Eclipse,235526,5,0,0,65,1,1,70,1,1
Eclipse,235527,5,1,1,19,7,7,24,8,8
Eclipse,235528,4,3,3,149,24,15,153,27,18
Eclipse,216202,7,2,2,5,1,1,12,3,3
Eclipse,235529,9,1,1,55,5,3,64,6,4
Eclipse,235530,10,0,0,3518,1226,82,3528,1226,82
Eclipse,235531,5,0,0,18,6,5,23,6,5
Eclipse,235532,7,0,0,40,1,1,47,1,1
Eclipse,235533,6,0,0,54,4,4,60,4,4
Eclipse,235534,6,1,1,130,28,18,136,29,19
Eclipse,235535,6,0,0,58,7,7,64,7,7
Eclipse,235536,5,0,0,4,0,0,9,0,0
Eclipse,235537,6,0,0,5,0,0,11,0,0
Eclipse,235538,8,0,0,54,3,2,62,3,2
Eclipse,216203,3,1,1,41,4,2,44,5,3
Eclipse,235539,5,1,1,56,5,2,61,6,3
Eclipse,235540,6,4,4,112,29,23,118,33,27
Eclipse,235541,4,2,2,83,17,13,87,19,15
Eclipse,235542,8,0,0,41,2,2,49,2,2
Eclipse,235543,9,1,1,105,12,6,114,13,7
Eclipse,235544,5,1,1,31,3,3,36,4,4
Eclipse,235545,8,1,1,334,61,32,342,62,33
Eclipse,235546,9,1,1,25,4,3,34,5,4
Eclipse,235547,5,2,2,132,23,16,137,25,18
Eclipse,235548,8,0,0,58,1,1,66,1,1
Eclipse,216204,4,2,2,17,3,3,21,5,5
Eclipse,235549,6,1,1,48,3,3,54,4,4
Eclipse,235550,6,1,1,59,7,4,65,8,5
Eclipse,235551,7,0,0,637,170,62,644,170,62
Eclipse,235552,7,2,1,233,61,36,240,63,37
Eclipse,235553,4,1,1,127,26,13,131,27,14
Eclipse,235554,5,0,0,36,1,1,41,1,1
Eclipse,235555,10,2,2,39,6,3,49,8,5
Eclipse,235556,8,0,0,19,2,2,27,2,2
Eclipse,235558,6,1,1,55,3,3,61,4,4
Eclipse,216205,2,0,0,71,20,10,73,20,10
Eclipse,235559,8,0,0,8,0,0,16,0,0
Eclipse,235560,2,0,0,20,1,1,22,1,1
Eclipse,235561,7,1,1,41,7,4,48,8,5
Eclipse,235562,7,0,0,316,87,22,323,87,22
Eclipse,235563,5,1,1,66,12,6,71,13,7
Eclipse,235564,6,1,1,441,97,41,447,98,42
Eclipse,235565,7,1,1,41,3,3,48,4,4
Eclipse,235566,8,2,1,1036,372,108,1044,374,109
Eclipse,235567,5,2,2,8,3,3,13,5,5
Eclipse,235568,7,0,0,45,8,3,52,8,3
Eclipse,216206,6,3,3,29,7,6,35,10,9
Eclipse,214261,10,2,2,59,8,7,69,10,9
Eclipse,235569,3,2,2,452,93,40,455,95,42
Eclipse,235570,3,0,0,5,0,0,8,0,0
Eclipse,235571,7,0,0,23,3,2,30,3,2
Eclipse,235572,10,2,2,39,2,2,49,4,4
Eclipse,235573,3,0,0,21,5,4,24,5,4
Eclipse,235574,6,0,0,24,2,2,30,2,2
Eclipse,235575,5,2,2,22,4,4,27,6,6
Eclipse,235576,6,0,0,24,2,2,30,2,2
Eclipse,235577,8,1,1,30,2,2,38,3,3
Eclipse,235578,5,0,0,77,6,5,82,6,5
Eclipse,216207,3,0,0,33,2,1,36,2,1
Eclipse,235579,5,1,1,769,122,40,774,123,41
Eclipse,235580,17,2,2,67,17,9,84,19,11
Eclipse,235581,4,1,1,14,2,2,18,3,3
Eclipse,235582,6,1,1,397,99,14,403,100,15
Eclipse,235583,5,0,0,25,1,1,30,1,1
Eclipse,235584,5,1,1,68,12,9,73,13,10
Eclipse,235585,5,0,0,11,0,0,16,0,0
Eclipse,235586,5,0,0,64,12,8,69,12,8
Eclipse,235587,9,0,0,43,1,1,52,1,1
Eclipse,235588,6,0,0,23,0,0,29,0,0
Eclipse,216208,5,0,0,7,0,0,12,0,0
Eclipse,235589,11,0,0,23,1,1,34,1,1
Eclipse,235590,4,0,0,18,4,4,22,4,4
Eclipse,235591,4,2,2,55,16,8,59,18,10
Eclipse,235592,7,0,0,935,266,34,942,266,34
Eclipse,235593,3,0,0,32,1,1,35,1,1
Eclipse,235594,9,2,1,152,28,9,161,30,10
Eclipse,235595,3,1,1,76,11,4,79,12,5
Eclipse,235597,8,0,0,326,92,32,334,92,32
Eclipse,235599,7,0,0,26,1,1,33,1,1
Eclipse,216209,5,0,0,63,14,5,68,14,5
Eclipse,235600,7,1,1,998,104,17,1005,105,18
Eclipse,235601,6,0,0,15,1,1,21,1,1
Eclipse,235602,8,0,0,17,0,0,25,0,0
Eclipse,235603,3,0,0,48,4,4,51,4,4
Eclipse,235604,9,3,3,13,3,3,22,6,6
Eclipse,235605,4,0,0,71,12,10,75,12,10
Eclipse,235606,7,1,1,40,10,6,47,11,7
Eclipse,235607,6,0,0,39,5,5,45,5,5
Eclipse,235608,3,0,0,13,1,1,16,1,1
Eclipse,235609,5,1,1,109,21,8,114,22,9
Eclipse,216210,11,0,0,179,12,10,190,12,10
Eclipse,235610,3,1,1,15,0,0,18,1,1
Eclipse,235611,6,2,2,30,5,4,36,7,6
Eclipse,235612,6,0,0,33,5,5,39,5,5
Eclipse,235613,7,2,2,764,120,46,771,122,48
Eclipse,235614,3,0,0,13,1,1,16,1,1
Eclipse,235615,7,1,1,27,7,5,34,8,6
Eclipse,235616,5,0,0,20,1,1,25,1,1
Eclipse,235617,9,0,0,19,0,0,28,0,0
Eclipse,235618,5,2,2,46,3,3,51,5,5
Eclipse,235619,9,0,0,35,4,2,44,4,2
Eclipse,216211,7,0,0,75,8,3,82,8,3
Eclipse,235620,5,0,0,43,2,2,48,2,2
Eclipse,235621,8,2,2,17,4,2,25,6,4
Eclipse,235622,4,2,2,49,9,5,53,11,7
Eclipse,235623,8,1,1,72,9,6,80,10,7
Eclipse,235624,6,1,1,33,5,4,39,6,5
Eclipse,235625,6,1,1,34,4,3,40,5,4
Eclipse,235626,7,1,1,57,9,7,64,10,8
Eclipse,235627,6,2,2,114,13,9,120,15,11
Eclipse,235628,6,4,4,99,24,17,105,28,21
Eclipse,235629,6,2,2,11,2,1,17,4,3
Eclipse,216212,7,2,1,64,1,1,71,3,2
Eclipse,235631,4,1,1,105,15,8,109,16,9
Eclipse,235632,6,1,1,8,2,2,14,3,3
Eclipse,235633,4,2,2,31,7,6,35,9,8
Eclipse,235634,5,2,2,29,6,4,34,8,6
Eclipse,235635,11,1,1,68,10,6,79,11,7
Eclipse,235636,5,0,0,29,4,4,34,4,4
Eclipse,235637,4,0,0,67,10,7,71,10,7
Eclipse,235638,5,1,1,17,1,1,22,2,2
Eclipse,235639,5,0,0,162,38,29,167,38,29
Eclipse,235640,7,1,1,31,6,4,38,7,5
Eclipse,216213,7,1,1,73,10,6,80,11,7
Eclipse,235641,5,0,0,462,128,51,467,128,51
Eclipse,235642,5,1,1,16,1,1,21,2,2
Eclipse,235643,7,2,2,167,25,12,174,27,14
Eclipse,235644,9,3,2,29,5,3,38,8,5
Eclipse,235645,6,0,0,9,0,0,15,0,0
Eclipse,235646,7,0,0,36,3,3,43,3,3
Eclipse,235647,5,0,0,5,0,0,10,0,0
Eclipse,235648,7,0,0,67,6,3,74,6,3
Eclipse,235649,4,0,0,16,0,0,20,0,0
Eclipse,235650,4,1,1,1,0,0,5,1,1
Eclipse,216214,11,1,1,18,1,1,29,2,2
Eclipse,235651,4,1,1,46,3,1,50,4,2
Eclipse,235652,2,1,1,33,5,5,35,6,6
Eclipse,235653,6,0,0,51,2,2,57,2,2
Eclipse,235654,5,0,0,43,6,3,48,6,3
Eclipse,235655,9,0,0,34,2,2,43,2,2
Eclipse,235656,12,2,2,107,15,9,119,17,11
Eclipse,235657,7,0,0,16,1,1,23,1,1
Eclipse,235658,3,0,0,56,3,2,59,3,2
Eclipse,235659,4,0,0,34,1,1,38,1,1
Eclipse,235660,7,0,0,25,1,1,32,1,1
Eclipse,216215,5,1,1,61,8,6,66,9,7
Eclipse,235661,6,0,0,112,16,12,118,16,12
Eclipse,235662,4,0,0,5,0,0,9,0,0
Eclipse,235663,6,2,2,154,17,13,160,19,15
Eclipse,235664,3,1,1,134,21,9,137,22,10
Eclipse,235665,6,2,2,338,112,64,344,114,66
Eclipse,235666,7,1,1,53,1,1,60,2,2
Eclipse,235667,5,0,0,14,0,0,19,0,0
Eclipse,235668,5,0,0,71,8,5,76,8,5
Eclipse,235669,7,2,2,22,6,5,29,8,7
Eclipse,235670,6,0,0,21,1,1,27,1,1
Eclipse,216216,4,1,1,18,4,4,22,5,5
Eclipse,214262,3,0,0,3,0,0,6,0,0
Eclipse,235671,5,0,0,12,1,1,17,1,1
Eclipse,235672,5,0,0,12,0,0,17,0,0
Eclipse,235673,8,0,0,49,3,3,57,3,3
Eclipse,235674,4,0,0,185,36,3,189,36,3
Eclipse,235675,5,2,2,1171,180,58,1176,182,60
Eclipse,235676,13,4,4,1219,200,72,1232,204,76
Eclipse,235677,4,0,0,41,18,12,45,18,12
Eclipse,235678,5,0,0,11,2,2,16,2,2
Eclipse,235679,9,3,3,103,9,7,112,12,10
Eclipse,235680,7,1,1,18,2,2,25,3,3
Eclipse,216217,8,2,2,198,54,23,206,56,25
Eclipse,235681,7,1,1,18,2,2,25,3,3
Eclipse,235682,4,1,1,21,3,2,25,4,3
Eclipse,235683,6,1,1,16,3,2,22,4,3
Eclipse,235684,4,1,1,23,4,3,27,5,4
Eclipse,235685,6,0,0,15,0,0,21,0,0
Eclipse,235686,4,0,0,37,3,3,41,3,3
Eclipse,235687,7,0,0,6,0,0,13,0,0
Eclipse,235688,3,2,2,17,4,4,20,6,6
Eclipse,235689,4,0,0,6,0,0,10,0,0
Eclipse,235690,6,0,0,20,2,1,26,2,1
Eclipse,216218,8,0,0,55,1,1,63,1,1
Eclipse,235691,6,3,3,91,14,10,97,17,13
Eclipse,235692,6,1,1,64,12,5,70,13,6
Eclipse,235693,6,1,1,7,0,0,13,1,1
Eclipse,235694,7,0,0,25,1,1,32,1,1
Eclipse,235695,4,0,0,18,1,1,22,1,1
Eclipse,235696,6,3,3,18,4,3,24,7,6
Eclipse,235697,5,3,3,21,5,4,26,8,7
Eclipse,235698,5,0,0,25,0,0,30,0,0
Eclipse,235699,5,0,0,34,8,8,39,8,8
Eclipse,235700,7,4,4,46,3,3,53,7,7
Eclipse,216219,4,1,1,15,1,1,19,2,2
Eclipse,235701,8,3,3,85,10,8,93,13,11
Eclipse,235702,9,3,3,79,11,9,88,14,12
Eclipse,235703,9,4,4,93,8,6,102,12,10
Eclipse,235704,4,0,0,97,7,5,101,7,5
Eclipse,235705,5,1,1,19,2,2,24,3,3
Eclipse,235706,3,2,2,3,1,1,6,3,3
Eclipse,235707,7,0,0,81,7,7,88,7,7
Eclipse,235708,5,0,0,20,2,2,25,2,2
Eclipse,235709,4,1,1,10,2,1,14,3,2
Eclipse,235710,8,3,3,981,326,48,989,329,51
Eclipse,216220,12,2,1,20,2,1,32,4,2
Eclipse,235711,8,0,0,36,2,2,44,2,2
Eclipse,235712,4,1,1,39,3,3,43,4,4
Eclipse,235714,10,4,4,92,8,6,102,12,10
Eclipse,235715,6,3,3,85,10,8,91,13,11
Eclipse,235716,5,0,0,33,1,1,38,1,1
Eclipse,235718,7,3,3,127,18,8,134,21,11
Eclipse,235719,10,1,1,56,5,5,66,6,6
Eclipse,235720,9,3,3,124,17,13,133,20,16
Eclipse,216221,7,1,1,18,3,2,25,4,3
Eclipse,235721,10,1,1,49,16,8,59,17,9
Eclipse,235722,8,4,4,128,17,12,136,21,16
Eclipse,235723,5,0,0,25,1,1,30,1,1
Eclipse,235724,5,2,2,40,2,1,45,4,3
Eclipse,235725,5,0,0,36,3,2,41,3,2
Eclipse,235726,4,1,1,35,3,2,39,4,3
Eclipse,235727,4,0,0,26,2,2,30,2,2
Eclipse,235729,7,0,0,150,17,8,157,17,8
Eclipse,235730,9,3,3,697,253,82,706,256,85
Eclipse,235731,4,0,0,3,0,0,7,0,0
Eclipse,216222,6,2,2,77,5,5,83,7,7
Eclipse,235732,7,1,1,791,160,51,798,161,52
Eclipse,235733,6,1,1,78,7,5,84,8,6
Eclipse,235734,14,5,5,63,3,3,77,8,8
Eclipse,235735,4,0,0,6,1,1,10,1,1
Eclipse,235737,9,1,1,3821,1341,568,3830,1342,569
Eclipse,235739,8,1,1,36,4,4,44,5,5
Eclipse,235740,6,0,0,43,5,4,49,5,4
Eclipse,235741,6,0,0,53,1,1,59,1,1
Eclipse,235742,3,0,0,9,1,1,12,1,1
Eclipse,216223,6,0,0,13,0,0,19,0,0
Eclipse,235743,13,2,2,20,2,2,33,4,4
Eclipse,235744,6,0,0,9,1,1,15,1,1
Eclipse,235745,5,0,0,37,4,3,42,4,3
Eclipse,235746,5,0,0,50,3,3,55,3,3
Eclipse,235747,6,1,1,14,3,2,20,4,3
Eclipse,235748,9,1,1,64,8,5,73,9,6
Eclipse,235749,7,0,0,10,1,1,17,1,1
Eclipse,235750,10,1,1,77,4,4,87,5,5
Eclipse,235751,4,0,0,69,13,7,73,13,7
Eclipse,235752,6,1,1,111,6,2,117,7,3
Eclipse,216224,7,2,2,233,25,20,240,27,22
Eclipse,235753,8,2,2,41,4,3,49,6,5
Eclipse,235754,6,0,0,1005,257,99,1011,257,99
Eclipse,235755,5,0,0,4,0,0,9,0,0
Eclipse,235756,6,3,3,23,7,6,29,10,9
Eclipse,235757,7,0,0,15,1,1,22,1,1
Eclipse,235758,8,1,1,487,112,51,495,113,52
Eclipse,235759,4,1,1,70,10,8,74,11,9
Eclipse,235760,8,1,1,200,39,19,208,40,20
Eclipse,235761,8,0,0,50,3,3,58,3,3
Eclipse,235762,3,1,1,18,9,6,21,10,7
Eclipse,216225,5,0,0,5,0,0,10,0,0
Eclipse,235763,7,2,2,212,38,20,219,40,22
Eclipse,235764,7,1,1,76,9,6,83,10,7
Eclipse,235765,5,0,0,9,0,0,14,0,0
Eclipse,235766,7,1,1,3,0,0,10,1,1
Eclipse,235767,6,0,0,31,2,2,37,2,2
Eclipse,235768,4,3,2,8,1,1,12,4,3
Eclipse,235769,5,0,0,4058,1380,87,4063,1380,87
Eclipse,235770,6,0,0,547,108,44,553,108,44
Eclipse,235771,4,2,2,18,6,5,22,8,7
Eclipse,235772,6,0,0,29,2,2,35,2,2
Eclipse,216226,6,0,0,14,0,0,20,0,0
Eclipse,214263,4,0,0,123,23,13,127,23,13
Eclipse,235773,10,1,1,479,105,45,489,106,46
Eclipse,235774,9,1,1,131,71,42,140,72,43
Eclipse,235775,9,1,1,133,71,41,142,72,42
Eclipse,235776,7,0,0,62,2,2,69,2,2
Eclipse,235777,5,0,0,43,9,7,48,9,7
Eclipse,235778,6,1,1,21,8,5,27,9,6
Eclipse,235779,11,2,2,1105,385,117,1116,387,119
Eclipse,235780,9,1,1,43,2,2,52,3,3
Eclipse,235781,9,2,2,32,6,5,41,8,7
Eclipse,235782,4,0,0,336,58,30,340,58,30
Eclipse,216227,7,0,0,39,2,2,46,2,2
Eclipse,235783,6,3,3,29,9,7,35,12,10
Eclipse,235784,4,0,0,3,0,0,7,0,0
Eclipse,235785,6,3,3,568,134,58,574,137,61
Eclipse,235786,7,1,1,575,139,57,582,140,58
Eclipse,235787,3,1,1,691,187,77,694,188,78
Eclipse,235788,6,1,1,631,181,58,637,182,59
Eclipse,235789,6,0,0,33,2,2,39,2,2
Eclipse,235790,4,1,1,56,7,4,60,8,5
Eclipse,235791,5,1,1,1540,369,103,1545,370,104
Eclipse,235792,3,0,0,127,24,15,130,24,15
Eclipse,216228,7,0,0,39,2,2,46,2,2
Eclipse,235793,7,4,3,67,5,5,74,9,8
Eclipse,235794,8,2,2,106,30,14,114,32,16
Eclipse,235795,5,0,0,67,10,5,72,10,5
Eclipse,235796,4,0,0,387,68,38,391,68,38
Eclipse,235797,5,0,0,59,21,7,64,21,7
Eclipse,235798,3,0,0,674,178,72,677,178,72
Eclipse,235800,8,0,0,15,4,4,23,4,4
Eclipse,235801,7,0,0,6,1,1,13,1,1
Eclipse,235802,10,2,2,308,59,31,318,61,33
Eclipse,216229,7,0,0,34,2,2,41,2,2
Eclipse,235803,7,1,1,26,3,3,33,4,4
Eclipse,235804,3,2,2,134,35,7,137,37,9
Eclipse,235805,8,0,0,40,5,5,48,5,5
Eclipse,235806,12,1,1,200,40,19,212,41,20
Eclipse,235807,3,0,0,1270,206,74,1273,206,74
Eclipse,235808,4,0,0,44,0,0,48,0,0
Eclipse,235809,6,0,0,44,11,9,50,11,9
Eclipse,235810,9,0,0,58,3,3,67,3,3
Eclipse,235811,3,0,0,35,5,5,38,5,5
Eclipse,235812,5,2,1,110,15,7,115,17,8
Eclipse,216230,9,0,0,29,2,2,38,2,2
Eclipse,235813,4,0,0,47,7,5,51,7,5
Eclipse,235814,7,3,3,64,21,9,71,24,12
Eclipse,235815,9,2,2,40,5,3,49,7,5
Eclipse,235816,6,0,0,43,10,6,49,10,6
Eclipse,235817,4,0,0,55,5,3,59,5,3
Eclipse,235818,9,1,1,18,2,2,27,3,3
Eclipse,235819,8,1,1,17,2,2,25,3,3
Eclipse,235820,3,2,2,17,7,6,20,9,8
Eclipse,235821,5,1,1,71,25,6,76,26,7
Eclipse,235822,5,0,0,17,0,0,22,0,0
Eclipse,216231,8,1,1,65,5,3,73,6,4
Eclipse,235823,4,0,0,60,10,4,64,10,4
Eclipse,235824,3,0,0,15,0,0,18,0,0
Eclipse,235825,7,1,1,33,0,0,40,1,1
Eclipse,235826,3,1,1,267,65,24,270,66,25
Eclipse,235828,6,0,0,170,17,9,176,17,9
Eclipse,235829,5,0,0,68,15,8,73,15,8
Eclipse,235830,3,0,0,133,6,3,136,6,3
Eclipse,235831,6,0,0,10,1,1,16,1,1
Eclipse,235832,3,0,0,73,3,3,76,3,3
Eclipse,216232,3,0,0,17,2,2,20,2,2
Eclipse,235833,5,0,0,7613,2513,903,7618,2513,903
Eclipse,235834,7,0,0,215,31,17,222,31,17
Eclipse,235835,5,1,1,10,1,1,15,2,2
Eclipse,235836,6,0,0,66,3,1,72,3,1
Eclipse,235837,8,1,1,34,5,4,42,6,5
Eclipse,235838,11,3,3,82,5,4,93,8,7
Eclipse,235839,3,0,0,1217,198,70,1220,198,70
Eclipse,235840,8,4,4,171,22,10,179,26,14
Eclipse,235841,7,2,2,14,2,2,21,4,4
Eclipse,235842,9,0,0,114,4,4,123,4,4
Eclipse,216233,5,1,1,20,0,0,25,1,1
Eclipse,235843,4,0,0,46,3,3,50,3,3
Eclipse,235844,5,1,1,14,4,3,19,5,4
Eclipse,235845,8,0,0,7,1,1,15,1,1
Eclipse,235846,8,2,2,29,9,6,37,11,8
Eclipse,235847,6,1,1,427,65,38,433,66,39
Eclipse,235848,5,0,0,35,0,0,40,0,0
Eclipse,235849,6,1,1,6,1,1,12,2,2
Eclipse,235850,4,0,0,54,24,19,58,24,19
Eclipse,235851,4,1,1,32,4,3,36,5,4
Eclipse,235852,9,1,1,46,6,6,55,7,7
Eclipse,216234,6,1,1,40,3,2,46,4,3
Eclipse,235853,6,0,0,13,1,1,19,1,1
Eclipse,235854,5,0,0,36,3,3,41,3,3
Eclipse,235855,6,0,0,581,120,47,587,120,47
Eclipse,235856,5,0,0,9,1,1,14,1,1
Eclipse,235857,7,1,1,28,1,1,35,2,2
Eclipse,235858,6,0,0,69,1,1,75,1,1
Eclipse,235859,7,3,3,46,5,3,53,8,6
Eclipse,235860,2,0,0,479,95,41,481,95,41
Eclipse,235861,6,0,0,30,2,2,36,2,2
Eclipse,235862,6,0,0,38,2,2,44,2,2
Eclipse,216235,8,0,0,54,1,1,62,1,1
Eclipse,235863,2,0,0,5,0,0,7,0,0
Eclipse,235864,10,2,2,13,1,1,23,3,3
Eclipse,235865,3,0,0,754,207,74,757,207,74
Eclipse,235866,6,2,2,112,11,7,118,13,9
Eclipse,235867,5,2,2,138,9,7,143,11,9
Eclipse,235868,7,3,3,95,10,9,102,13,12
Eclipse,235869,7,4,4,101,25,21,108,29,25
Eclipse,235870,7,4,4,112,14,10,119,18,14
Eclipse,235871,7,4,4,64,12,9,71,16,13
Eclipse,235872,9,3,3,102,12,9,111,15,12
Eclipse,216236,5,1,1,141,23,12,146,24,13
Eclipse,214264,4,2,2,176,42,23,180,44,25
Eclipse,235873,5,3,3,81,10,8,86,13,11
