DS,Id,LenT,TypoT,UTT,LenD,TypoD,UTD,LenB,TypoB,UTB
Mozilla,554930,7,1,1,153,17,11,160,18,12
Mozilla,554931,2,0,0,38,2,2,40,2,2
Mozilla,554932,8,0,0,37,1,1,45,1,1
Mozilla,554933,3,0,0,101,11,7,104,11,7
Mozilla,554934,6,0,0,111,23,10,117,23,10
Mozilla,539155,7,1,1,106,12,7,113,13,8
Mozilla,554935,5,0,0,38,6,5,43,6,5
Mozilla,554936,6,1,1,10,0,0,16,1,1
Mozilla,554937,2,0,0,24,0,0,26,0,0
Mozilla,554938,5,0,0,39,0,0,44,0,0
Mozilla,554940,11,5,5,90,25,11,101,30,16
Mozilla,554941,5,3,3,44,12,11,49,15,14
Mozilla,554942,6,3,3,9,1,1,15,4,4
Mozilla,554943,2,0,0,5,1,1,7,1,1
Mozilla,554944,5,1,1,7,0,0,12,1,1
Mozilla,554945,3,0,0,15,1,1,18,1,1
Mozilla,539156,10,3,3,49,11,11,59,14,14
Mozilla,554946,4,0,0,11,0,0,15,0,0
Mozilla,554947,4,0,0,5,0,0,9,0,0
Mozilla,554948,7,1,1,176,27,15,183,28,16
Mozilla,554949,4,1,1,43,1,1,47,2,2
Mozilla,554951,5,0,0,31,1,1,36,1,1
Mozilla,554952,6,0,0,8,0,0,14,0,0
Mozilla,554953,6,0,0,86,7,6,92,7,6
Mozilla,554954,3,0,0,97,17,11,100,17,11
Mozilla,554955,13,3,3,65,6,4,78,9,7
Mozilla,539157,6,0,0,34,9,7,40,9,7
Mozilla,537596,7,1,1,145,31,17,152,32,18
Mozilla,554957,5,0,0,71,19,13,76,19,13
Mozilla,554958,3,0,0,4,0,0,7,0,0
Mozilla,554960,7,1,1,109,15,10,116,16,11
Mozilla,554961,2,0,0,43,6,5,45,6,5
Mozilla,554963,7,0,0,97,5,4,104,5,4
Mozilla,554964,7,1,1,22,2,2,29,3,3
Mozilla,554965,4,1,1,119,9,3,123,10,4
Mozilla,554966,8,2,2,21,2,2,29,4,4
Mozilla,554967,10,2,2,110,16,10,120,18,12
Mozilla,539158,8,0,0,27,6,6,35,6,6
Mozilla,554968,8,2,2,22,2,2,30,4,4
Mozilla,554970,4,2,2,86,16,16,90,18,18
Mozilla,554971,10,0,0,176,15,7,186,15,7
Mozilla,554973,9,1,1,88,22,15,97,23,16
Mozilla,554974,6,2,2,87,5,5,93,7,7
Mozilla,554975,8,1,1,30,6,6,38,7,7
Mozilla,554976,6,0,0,23,5,3,29,5,3
Mozilla,554977,4,0,0,17,2,2,21,2,2
Mozilla,554979,4,2,2,30,1,1,34,3,3
Mozilla,554980,2,0,0,76,7,4,78,7,4
Mozilla,539159,8,0,0,84,7,5,92,7,5
Mozilla,554981,2,0,0,76,7,4,78,7,4
Mozilla,554982,8,2,1,90,26,19,98,28,20
Mozilla,554983,5,2,2,9,3,3,14,5,5
Mozilla,554984,3,1,1,20,0,0,23,1,1
Mozilla,554985,6,0,0,17,0,0,23,0,0
Mozilla,554986,5,1,1,9,1,1,14,2,2
Mozilla,554987,7,0,0,142,12,7,149,12,7
Mozilla,554988,8,2,2,13,0,0,21,2,2
Mozilla,554989,4,1,1,36,7,7,40,8,8
Mozilla,554990,5,1,1,66,6,6,71,7,7
Mozilla,539160,4,0,0,83,7,3,87,7,3
Mozilla,554991,7,1,1,13,1,1,20,2,2
Mozilla,554992,11,0,0,193,101,52,204,101,52
Mozilla,554994,11,4,3,92,17,7,103,21,10
Mozilla,554995,5,1,1,56,7,4,61,8,5
Mozilla,554996,7,0,0,21,4,3,28,4,3
Mozilla,554997,8,1,1,17,1,1,25,2,2
Mozilla,554998,3,0,0,13,5,5,16,5,5
Mozilla,554999,7,2,2,20,5,4,27,7,6
Mozilla,555000,5,0,0,135,14,7,140,14,7
Mozilla,555001,4,1,1,133,36,13,137,37,14
Mozilla,539162,5,1,1,91,7,7,96,8,8
Mozilla,555002,5,1,1,10,2,2,15,3,3
Mozilla,555003,7,0,0,12,2,1,19,2,1
Mozilla,555004,4,0,0,71,1,1,75,1,1
Mozilla,555005,2,0,0,29,5,4,31,5,4
Mozilla,555006,7,1,1,397,214,72,404,215,73
Mozilla,555007,9,0,0,113,14,7,122,14,7
Mozilla,555008,5,1,1,13,2,2,18,3,3
Mozilla,555009,9,0,0,27,5,5,36,5,5
Mozilla,555010,5,1,1,164,25,16,169,26,17
Mozilla,555011,4,0,0,29,5,5,33,5,5
Mozilla,539163,7,0,0,100,9,9,107,9,9
Mozilla,555012,7,0,0,114,12,11,121,12,11
Mozilla,555013,7,0,0,48,8,7,55,8,7
Mozilla,555014,10,3,3,93,26,12,103,29,15
Mozilla,555015,8,1,1,8,1,1,16,2,2
Mozilla,555016,7,0,0,11,1,1,18,1,1
Mozilla,555017,8,1,1,54,4,4,62,5,5
Mozilla,555018,4,1,1,10,2,2,14,3,3
Mozilla,555019,7,2,2,8,3,3,15,5,5
Mozilla,555020,6,1,1,16,2,2,22,3,3
Mozilla,555022,5,0,0,80,7,4,85,7,4
Mozilla,539164,4,1,1,37,4,4,41,5,5
Mozilla,555024,5,1,1,13,4,4,18,5,5
Mozilla,555026,6,3,3,87,15,9,93,18,12
Mozilla,555031,9,0,0,250,34,7,259,34,7
Mozilla,555032,12,2,2,111,11,5,123,13,7
Mozilla,555033,6,1,1,7,1,1,13,2,2
Mozilla,555035,5,0,0,68,9,5,73,9,5
Mozilla,555038,6,1,1,3,0,0,9,1,1
Mozilla,555039,5,1,1,106,7,7,111,8,8
Mozilla,555040,8,1,1,99,13,11,107,14,12
Mozilla,539165,6,0,0,30,8,7,36,8,7
Mozilla,555041,11,3,3,64,14,13,75,17,16
Mozilla,555042,8,3,3,452,137,48,460,140,51
Mozilla,555043,5,1,1,16,1,1,21,2,2
Mozilla,555045,9,1,1,21,4,4,30,5,5
Mozilla,555046,5,1,1,18,8,7,23,9,8
Mozilla,555048,5,0,0,37,5,5,42,5,5
Mozilla,555049,16,2,2,162,46,15,178,48,17
Mozilla,555050,4,0,0,14,0,0,18,0,0
Mozilla,555051,5,0,0,14,1,1,19,1,1
Mozilla,555053,7,1,1,20,7,7,27,8,8
Mozilla,555054,7,3,3,71,7,5,78,10,8
Mozilla,555055,5,1,1,133,12,3,138,13,4
Mozilla,555056,5,0,0,144,11,8,149,11,8
Mozilla,555057,6,2,2,35,5,5,41,7,7
Mozilla,555058,5,1,1,8,3,3,13,4,4
Mozilla,555060,6,2,2,11,2,2,17,4,4
Mozilla,555061,6,3,3,23,8,5,29,11,8
Mozilla,555063,6,3,3,19,6,6,25,9,9
Mozilla,555064,3,2,2,44,3,3,47,5,5
Mozilla,555065,7,1,1,3,1,1,10,2,2
Mozilla,539167,4,3,3,7,2,2,11,5,5
Mozilla,555066,11,0,0,92,8,4,103,8,4
Mozilla,555067,7,2,2,19,1,1,26,3,3
Mozilla,555068,5,0,0,12,0,0,17,0,0
Mozilla,555069,3,0,0,14,2,2,17,2,2
Mozilla,555070,4,1,1,44,4,4,48,5,5
Mozilla,555072,6,0,0,87,9,7,93,9,7
Mozilla,555073,6,2,2,91,8,2,97,10,4
Mozilla,555074,9,0,0,13,3,3,22,3,3
Mozilla,555075,1,0,0,34,3,3,35,3,3
Mozilla,537597,3,1,1,73,8,7,76,9,8
Mozilla,555076,3,0,0,92,10,6,95,10,6
Mozilla,555077,11,1,1,168,26,11,179,27,12
Mozilla,555078,6,1,1,97,10,5,103,11,6
Mozilla,555079,4,1,1,63,14,8,67,15,9
Mozilla,555080,4,0,0,120,9,7,124,9,7
Mozilla,555081,9,3,1,24,3,3,33,6,4
Mozilla,555082,5,0,0,288,16,7,293,16,7
Mozilla,555085,7,1,1,97,15,10,104,16,11
Mozilla,555086,4,1,1,21,4,2,25,5,3
Mozilla,555087,6,3,3,32,8,8,38,11,11
Mozilla,555088,4,1,1,15,2,2,19,3,3
Mozilla,555089,11,0,0,35,1,1,46,1,1
Mozilla,555091,7,6,5,564,314,120,571,320,125
Mozilla,555093,6,1,1,22,5,4,28,6,5
Mozilla,555096,6,1,1,77,9,4,83,10,5
Mozilla,555098,5,1,1,187,7,5,192,8,6
Mozilla,555099,2,1,1,21,3,3,23,4,4
Mozilla,539170,9,2,2,25,5,5,34,7,7
Mozilla,555100,8,0,0,571,182,48,579,182,48
Mozilla,555101,6,3,3,173,34,17,179,37,20
Mozilla,555102,3,2,2,322,167,67,325,169,69
Mozilla,555103,10,3,3,72,20,9,82,23,12
Mozilla,555104,3,1,1,3,0,0,6,1,1
Mozilla,555105,7,1,1,62,16,11,69,17,12
Mozilla,555106,4,3,3,101,16,8,105,19,11
Mozilla,555107,5,1,1,21,7,6,26,8,7
Mozilla,555109,7,1,1,9,4,4,16,5,5
Mozilla,555110,3,1,1,91,15,13,94,16,14
Mozilla,539171,14,3,3,104,13,7,118,16,10
Mozilla,555111,7,0,0,4,0,0,11,0,0
Mozilla,555112,7,1,1,4,0,0,11,1,1
Mozilla,555114,7,0,0,128,13,9,135,13,9
Mozilla,555115,8,1,1,88,7,4,96,8,5
Mozilla,555116,6,1,1,90,6,3,96,7,4
Mozilla,555117,6,3,3,15,7,6,21,10,9
Mozilla,555118,8,0,0,17,0,0,25,0,0
Mozilla,555119,9,1,1,184,23,9,193,24,10
Mozilla,555120,13,1,1,38,7,7,51,8,8
Mozilla,555121,5,1,1,27,6,5,32,7,6
Mozilla,555122,4,2,2,25,6,6,29,8,8
Mozilla,555123,4,0,0,15,0,0,19,0,0
Mozilla,555124,19,6,6,112,23,20,131,29,26
Mozilla,555127,5,0,0,75,13,6,80,13,6
Mozilla,555128,4,2,2,262,54,17,266,56,19
Mozilla,555129,8,1,1,37,5,3,45,6,4
Mozilla,555130,8,1,1,37,5,3,45,6,4
Mozilla,555131,11,1,1,11,2,2,22,3,3
Mozilla,539173,7,1,1,121,18,13,128,19,14
Mozilla,555132,6,1,1,5,1,1,11,2,2
Mozilla,555133,5,0,0,34,9,8,39,9,8
Mozilla,555134,9,0,0,73,14,8,82,14,8
Mozilla,555135,10,1,1,59,9,8,69,10,9
Mozilla,555136,6,1,1,87,8,4,93,9,5
Mozilla,555138,6,1,1,51,13,8,57,14,9
Mozilla,555139,10,6,6,340,156,90,350,162,96
Mozilla,555140,5,0,0,128,15,5,133,15,5
Mozilla,555141,8,1,1,60,5,4,68,6,5
Mozilla,539174,10,0,0,89,7,5,99,7,5
Mozilla,555142,8,1,1,64,6,5,72,7,6
Mozilla,555143,11,2,2,258,46,26,269,48,28
Mozilla,555144,7,1,1,45,8,7,52,9,8
Mozilla,555145,2,0,0,101,5,2,103,5,2
Mozilla,555146,9,0,0,75,6,6,84,6,6
Mozilla,555147,5,0,0,43,14,9,48,14,9
Mozilla,555148,4,0,0,17,1,1,21,1,1
Mozilla,555149,23,7,6,42,8,7,65,15,13
Mozilla,555150,6,2,2,161,31,10,167,33,12
Mozilla,555152,8,2,2,17,2,2,25,4,4
Mozilla,539175,6,0,0,177,22,12,183,22,12
Mozilla,555153,8,1,1,76,15,8,84,16,9
Mozilla,555154,9,1,1,97,5,4,106,6,5
Mozilla,555155,8,2,2,23,3,3,31,5,5
Mozilla,555156,4,1,1,285,99,86,289,100,87
Mozilla,555157,10,2,2,13,2,2,23,4,4
Mozilla,555158,7,2,2,11,2,2,18,4,4
Mozilla,555159,5,0,0,99,13,8,104,13,8
Mozilla,555160,8,3,3,16,3,3,24,6,6
Mozilla,555161,6,0,0,13,0,0,19,0,0
Mozilla,555162,4,0,0,84,15,12,88,15,12
Mozilla,539176,10,1,1,111,15,13,121,16,14
Mozilla,555163,7,1,1,157,27,10,164,28,11
Mozilla,555164,9,0,0,57,7,7,66,7,7
Mozilla,555166,7,3,3,12,2,2,19,5,5
Mozilla,555167,7,1,1,63,6,3,70,7,4
Mozilla,555168,8,0,0,39,4,4,47,4,4
Mozilla,555169,4,1,1,80,9,3,84,10,4
Mozilla,555171,8,1,1,301,48,12,309,49,13
Mozilla,555172,5,1,1,70,8,6,75,9,7
Mozilla,539177,2,1,1,64,10,3,66,11,4
Mozilla,555175,5,1,1,67,8,5,72,9,6
Mozilla,555176,5,0,0,171,33,20,176,33,20
Mozilla,555177,4,1,1,110,9,5,114,10,6
Mozilla,555178,12,2,2,51,5,4,63,7,6
Mozilla,555179,6,1,1,114,14,7,120,15,8
Mozilla,555180,11,2,2,50,5,5,61,7,7
Mozilla,555181,3,2,2,41,9,7,44,11,9
Mozilla,555182,6,0,0,55,10,7,61,10,7
Mozilla,539178,2,0,0,85,7,3,87,7,3
Mozilla,537598,8,1,1,40,0,0,48,1,1
Mozilla,555183,4,0,0,204,25,8,208,25,8
Mozilla,555185,9,7,5,48,28,19,57,35,24
Mozilla,555186,6,1,1,134,33,12,140,34,13
Mozilla,555187,1,0,0,44,5,4,45,5,4
Mozilla,555188,6,1,1,99,12,6,105,13,7
Mozilla,555189,5,2,2,18,3,3,23,5,5
Mozilla,555190,6,1,1,84,9,4,90,10,5
Mozilla,555191,5,1,1,22,5,3,27,6,4
Mozilla,555193,7,1,1,65,5,3,72,6,4
Mozilla,555194,6,0,0,116,10,5,122,10,5
Mozilla,555195,8,0,0,144,26,16,152,26,16
Mozilla,555196,8,0,0,28,0,0,36,0,0
Mozilla,555198,5,0,0,12,0,0,17,0,0
Mozilla,555199,8,2,2,29,2,2,37,4,4
Mozilla,555200,4,0,0,27,2,2,31,2,2
Mozilla,555201,8,1,1,114,9,2,122,10,3
Mozilla,555202,10,5,5,76,24,11,86,29,16
Mozilla,555203,3,1,1,38,4,3,41,5,4
Mozilla,539181,7,0,0,98,20,10,105,20,10
Mozilla,555204,3,1,1,19,3,3,22,4,4
Mozilla,555205,5,0,0,29,6,4,34,6,4
Mozilla,555206,5,2,2,23,3,3,28,5,5
Mozilla,555207,10,0,0,86,4,4,96,4,4
Mozilla,555208,10,2,2,21,2,2,31,4,4
Mozilla,555210,9,2,2,1055,257,59,1064,259,61
Mozilla,555211,5,0,0,182,35,11,187,35,11
Mozilla,555212,6,2,2,48,8,7,54,10,9
Mozilla,555213,13,1,1,81,12,7,94,13,8
Mozilla,555214,16,0,0,155,6,5,171,6,5
Mozilla,539182,4,0,0,69,7,5,73,7,5
Mozilla,555215,2,1,1,15,4,4,17,5,5
Mozilla,555216,6,1,1,11,2,2,17,3,3
Mozilla,555217,7,2,2,208,22,8,215,24,10
Mozilla,555218,7,0,0,9,0,0,16,0,0
Mozilla,555219,9,4,2,16,4,2,25,8,4
Mozilla,555220,9,0,0,41,6,3,50,6,3
Mozilla,555221,5,1,1,4,0,0,9,1,1
Mozilla,555222,5,0,0,19,1,1,24,1,1
Mozilla,555223,5,2,2,8,1,1,13,3,3
Mozilla,555224,10,0,0,88,10,4,98,10,4
Mozilla,539183,7,3,3,184,48,27,191,51,30
Mozilla,555226,5,2,2,38,1,1,43,3,3
Mozilla,555227,8,1,1,77,12,7,85,13,8
Mozilla,555228,10,6,6,34,9,8,44,15,14
Mozilla,555230,5,0,0,57,0,0,62,0,0
Mozilla,555233,9,2,2,12,2,2,21,4,4
Mozilla,555234,7,2,2,36,8,6,43,10,8
Mozilla,555235,5,0,0,84,8,5,89,8,5
Mozilla,539184,11,2,2,48,9,7,59,11,9
Mozilla,555238,14,3,3,166,48,20,180,51,23
Mozilla,555239,3,1,1,47,3,3,50,4,4
Mozilla,555240,6,0,0,89,5,2,95,5,2
Mozilla,555241,4,0,0,3,0,0,7,0,0
Mozilla,555242,6,2,1,13,2,2,19,4,3
Mozilla,555243,10,3,2,16,5,3,26,8,5
Mozilla,555244,6,0,0,41,4,4,47,4,4
Mozilla,555245,6,1,1,24,9,9,30,10,10
Mozilla,555247,4,0,0,18,7,7,22,7,7
Mozilla,555248,9,2,2,118,12,6,127,14,8
Mozilla,539185,2,0,0,17,2,2,19,2,2
Mozilla,555249,5,0,0,13,1,1,18,1,1
Mozilla,555250,6,3,3,5,2,2,11,5,5
Mozilla,555251,8,0,0,20,1,1,28,1,1
Mozilla,555252,8,0,0,96,6,4,104,6,4
Mozilla,555254,4,3,3,28,8,6,32,11,9
Mozilla,555255,4,2,2,89,14,6,93,16,8
Mozilla,555256,9,0,0,35,2,2,44,2,2
Mozilla,555257,3,0,0,19,1,1,22,1,1
Mozilla,555258,4,0,0,4,0,0,8,0,0
Mozilla,555259,5,1,1,156,49,21,161,50,22
Mozilla,539186,4,1,1,89,17,13,93,18,14
Mozilla,555260,7,2,2,52,14,12,59,16,14
Mozilla,555261,7,1,1,60,44,21,67,45,22
Mozilla,555262,6,1,1,63,6,5,69,7,6
Mozilla,555263,7,1,1,25,9,8,32,10,9
Mozilla,555264,4,1,1,25,7,5,29,8,6
Mozilla,555266,8,3,3,142,29,21,150,32,24
Mozilla,555267,6,0,0,1,0,0,7,0,0
Mozilla,555268,4,1,1,20,3,3,24,4,4
Mozilla,555270,8,0,0,111,5,3,119,5,3
Mozilla,539187,8,0,0,95,5,4,103,5,4
Mozilla,555273,8,1,1,144,11,2,152,12,3
Mozilla,555274,12,2,2,25,1,1,37,3,3
Mozilla,555275,7,2,2,12,3,3,19,5,5
Mozilla,555276,7,3,3,10,2,1,17,5,4
Mozilla,555277,4,0,0,7,0,0,11,0,0
Mozilla,555278,9,2,2,27,2,2,36,4,4
Mozilla,555279,7,0,0,43,10,6,50,10,6
Mozilla,555280,4,0,0,15,10,4,19,10,4
Mozilla,555282,8,0,0,97,0,0,105,0,0
Mozilla,555283,19,2,2,106,11,5,125,13,7
Mozilla,539188,5,2,2,138,45,20,143,47,22
Mozilla,555284,8,2,2,20,3,2,28,5,4
Mozilla,555285,4,1,1,79,47,32,83,48,33
Mozilla,555286,8,3,3,6,1,1,14,4,4
Mozilla,555287,5,1,1,13,2,2,18,3,3
Mozilla,555288,6,1,1,14,0,0,20,1,1
Mozilla,555289,6,0,0,13,1,1,19,1,1
Mozilla,555290,6,2,2,6,2,2,12,4,4
Mozilla,555291,7,0,0,35,6,3,42,6,3
Mozilla,555292,3,0,0,108,26,14,111,26,14
Mozilla,555293,5,2,2,10,2,2,15,4,4
Mozilla,539189,5,1,1,84,6,4,89,7,5
Mozilla,537600,7,0,0,98,5,4,105,5,4
Mozilla,537453,6,0,0,68,4,4,74,4,4
Mozilla,555294,3,0,0,18,0,0,21,0,0
Mozilla,555296,3,0,0,101,17,14,104,17,14
Mozilla,555297,8,1,1,95,11,6,103,12,7
Mozilla,555298,4,1,1,18,8,7,22,9,8
Mozilla,555299,5,3,3,38,12,8,43,15,11
Mozilla,555300,7,2,2,11,2,2,18,4,4
Mozilla,555301,4,0,0,90,7,4,94,7,4
Mozilla,555302,2,0,0,153,37,18,155,37,18
Mozilla,555304,6,2,2,34,5,5,40,7,7
Mozilla,555306,3,2,2,16,10,10,19,12,12
Mozilla,539192,5,1,1,102,13,8,107,14,9
Mozilla,555308,5,1,1,12,2,2,17,3,3
Mozilla,555309,4,0,0,66,15,12,70,15,12
Mozilla,555311,4,2,2,23,2,2,27,4,4
Mozilla,555312,19,7,6,58,21,13,77,28,19
Mozilla,555313,4,1,1,12,3,3,16,4,4
Mozilla,555315,8,3,3,68,24,17,76,27,20
Mozilla,555316,3,1,1,15,2,2,18,3,3
Mozilla,555317,2,1,1,4,1,1,6,2,2
Mozilla,555318,5,0,0,77,3,3,82,3,3
Mozilla,555320,5,1,1,13,3,3,18,4,4
Mozilla,555321,11,1,1,91,24,17,102,25,18
Mozilla,555322,7,0,0,60,7,6,67,7,6
Mozilla,555323,5,0,0,15,2,2,20,2,2
Mozilla,555324,5,1,1,9,2,1,14,3,2
Mozilla,555325,10,2,2,38,4,4,48,6,6
Mozilla,555326,9,0,0,37,4,3,46,4,3
Mozilla,555327,10,5,5,16,6,6,26,11,11
Mozilla,539194,11,1,1,37,1,1,48,2,2
Mozilla,555328,7,2,2,11,2,2,18,4,4
Mozilla,555329,11,0,0,104,8,5,115,8,5
Mozilla,555330,6,0,0,113,8,6,119,8,6
Mozilla,555331,6,0,0,20,2,2,26,2,2
Mozilla,555332,2,1,1,12,1,1,14,2,2
Mozilla,555333,13,1,1,46,5,5,59,6,6
Mozilla,555334,8,1,1,60,13,7,68,14,8
Mozilla,555335,4,1,1,18,4,4,22,5,5
Mozilla,555336,5,1,1,6,1,1,11,2,2
Mozilla,555337,3,0,0,69,17,6,72,17,6
Mozilla,539195,8,0,0,81,6,3,89,6,3
Mozilla,555338,3,1,1,40,9,4,43,10,5
Mozilla,555339,3,0,0,59,7,5,62,7,5
Mozilla,555340,9,3,3,31,2,2,40,5,5
Mozilla,555341,12,0,0,37,8,6,49,8,6
Mozilla,555342,18,6,6,86,23,21,104,29,27
Mozilla,555343,14,0,0,226,24,14,240,24,14
Mozilla,555344,7,0,0,146,8,4,153,8,4
Mozilla,555345,6,1,1,47,7,4,53,8,5
Mozilla,555346,7,1,1,38,3,2,45,4,3
Mozilla,555347,7,1,1,64,5,5,71,6,6
Mozilla,539196,4,1,1,70,6,3,74,7,4
Mozilla,555348,6,1,1,46,8,7,52,9,8
Mozilla,555349,4,1,1,11,1,1,15,2,2
Mozilla,555350,4,1,1,69,8,7,73,9,8
Mozilla,555351,5,1,1,368,99,21,373,100,22
Mozilla,555352,3,1,1,207,64,32,210,65,33
Mozilla,555353,4,1,1,14,1,1,18,2,2
Mozilla,555354,6,1,1,4,0,0,10,1,1
Mozilla,555355,14,9,9,135,63,48,149,72,57
Mozilla,555356,2,0,0,142,22,8,144,22,8
Mozilla,555357,12,1,1,52,8,5,64,9,6
Mozilla,539197,8,2,2,98,15,8,106,17,10
Mozilla,555358,11,1,1,52,8,5,63,9,6
Mozilla,555359,11,2,2,52,8,5,63,10,7
Mozilla,555360,11,1,1,52,8,5,63,9,6
Mozilla,555361,11,1,1,52,8,5,63,9,6
Mozilla,555362,12,1,1,52,8,5,64,9,6
Mozilla,555363,11,1,1,52,8,5,63,9,6
Mozilla,555364,10,1,1,52,8,5,62,9,6
Mozilla,555365,11,0,0,52,8,5,63,8,5
Mozilla,555366,11,2,2,52,8,5,63,10,7
Mozilla,555367,11,2,2,52,8,5,63,10,7
Mozilla,539198,16,0,0,94,6,5,110,6,5
Mozilla,555369,11,1,1,52,8,5,63,9,6
Mozilla,555370,11,2,2,52,8,5,63,10,7
Mozilla,555371,11,1,1,52,8,5,63,9,6
Mozilla,555372,11,1,1,52,8,5,63,9,6
Mozilla,555373,12,1,1,52,8,5,64,9,6
Mozilla,555374,10,1,1,52,8,5,62,9,6
Mozilla,555375,11,0,0,52,8,5,63,8,5
Mozilla,555376,11,1,1,52,8,5,63,9,6
Mozilla,555377,12,1,1,52,8,5,64,9,6
Mozilla,555378,11,1,1,52,8,5,63,9,6
Mozilla,539199,5,1,1,90,12,8,95,13,9
Mozilla,555379,11,2,2,52,8,5,63,10,7
Mozilla,555380,11,1,1,52,8,5,63,9,6
Mozilla,555381,11,2,2,52,8,5,63,10,7
Mozilla,555382,11,2,2,52,8,5,63,10,7
Mozilla,555383,11,2,2,52,8,5,63,10,7
Mozilla,555384,5,0,0,100,6,3,105,6,3
Mozilla,555386,9,0,0,92,6,6,101,6,6
Mozilla,555387,12,3,3,74,22,15,86,25,18
Mozilla,555388,4,1,1,16,0,0,20,1,1
Mozilla,539200,5,2,2,10,1,1,15,3,3
Mozilla,555390,13,1,1,56,11,10,69,12,11
Mozilla,555391,7,1,1,186,23,17,193,24,18
Mozilla,555392,11,3,3,55,18,13,66,21,16
Mozilla,555393,11,1,1,134,25,12,145,26,13
Mozilla,555394,11,3,3,117,33,20,128,36,23
Mozilla,555395,8,0,0,151,25,16,159,25,16
Mozilla,555397,4,0,0,40,9,7,44,9,7
Mozilla,555398,5,3,3,63,15,10,68,18,13
Mozilla,539201,9,3,3,13,2,2,22,5,5
Mozilla,537601,8,2,2,147,16,6,155,18,8
Mozilla,555399,5,2,2,98,9,7,103,11,9
Mozilla,555400,8,2,2,90,15,8,98,17,10
Mozilla,555401,3,0,0,70,6,5,73,6,5
Mozilla,555402,8,0,0,83,5,3,91,5,3
Mozilla,555403,2,1,1,99,11,3,101,12,4
Mozilla,555405,3,1,1,110,6,2,113,7,3
Mozilla,555407,3,0,0,25,10,8,28,10,8
Mozilla,555408,2,0,0,355,16,5,357,16,5
Mozilla,555409,5,1,1,12,4,4,17,5,5
Mozilla,555410,12,0,0,41,6,5,53,6,5
Mozilla,539202,6,3,3,28,12,9,34,15,12
Mozilla,555411,5,1,1,13,3,3,18,4,4
Mozilla,555412,8,0,0,18,2,2,26,2,2
Mozilla,555413,7,2,2,25,5,4,32,7,6
Mozilla,555414,4,2,2,36,5,4,40,7,6
Mozilla,555415,2,0,0,127,18,13,129,18,13
Mozilla,555416,10,0,0,51,10,6,61,10,6
Mozilla,555417,9,2,1,13,3,3,22,5,4
Mozilla,555418,5,0,0,15,3,3,20,3,3
Mozilla,555419,5,0,0,69,23,16,74,23,16
Mozilla,555420,8,0,0,223,13,7,231,13,7
Mozilla,539203,4,0,0,32,5,2,36,5,2
Mozilla,555422,6,0,0,40,6,6,46,6,6
Mozilla,555423,6,0,0,38,0,0,44,0,0
Mozilla,555424,5,1,1,50,8,7,55,9,8
Mozilla,555425,4,0,0,64,14,11,68,14,11
Mozilla,555426,17,2,2,62,6,3,79,8,5
Mozilla,555427,5,2,2,52,8,5,57,10,7
Mozilla,555428,7,0,0,132,27,16,139,27,16
Mozilla,555429,4,1,1,73,12,3,77,13,4
Mozilla,555430,8,1,1,233,28,21,241,29,22
Mozilla,539204,3,1,1,20,6,5,23,7,6
Mozilla,555431,5,2,1,36,8,7,41,10,8
Mozilla,555432,4,0,0,109,9,3,113,9,3
Mozilla,555434,7,1,1,186,10,8,193,11,9
Mozilla,555435,5,2,2,62,10,6,67,12,8
Mozilla,555437,5,0,0,92,8,4,97,8,4
Mozilla,555438,6,2,2,105,15,8,111,17,10
Mozilla,555439,7,0,0,146,15,7,153,15,7
Mozilla,539205,4,2,2,31,12,7,35,14,9
Mozilla,555441,6,1,1,177,26,9,183,27,10
Mozilla,555442,7,0,0,66,17,11,73,17,11
Mozilla,555443,6,1,1,157,22,20,163,23,21
Mozilla,555444,6,0,0,89,10,5,95,10,5
Mozilla,555445,8,0,0,128,16,7,136,16,7
Mozilla,555447,2,0,0,48,6,6,50,6,6
Mozilla,555448,10,2,2,96,3,2,106,5,4
Mozilla,555449,4,1,1,23,2,2,27,3,3
Mozilla,555450,4,1,1,98,19,11,102,20,12
Mozilla,555451,5,1,1,33,7,4,38,8,5
Mozilla,539206,7,4,4,85,19,9,92,23,13
Mozilla,555452,11,2,2,28,4,4,39,6,6
Mozilla,555453,10,0,0,160,5,4,170,5,4
Mozilla,555454,5,0,0,13,0,0,18,0,0
Mozilla,555455,6,1,1,60,11,5,66,12,6
Mozilla,555456,7,1,1,30,1,1,37,2,2
Mozilla,555457,8,1,1,24,1,1,32,2,2
Mozilla,555458,11,0,0,162,17,8,173,17,8
Mozilla,555460,2,0,0,6,0,0,8,0,0
Mozilla,555461,7,1,1,66,9,7,73,10,8
Mozilla,539207,4,0,0,5,0,0,9,0,0
Mozilla,555462,7,3,3,437,177,92,444,180,95
Mozilla,555463,7,0,0,14,1,1,21,1,1
Mozilla,555464,19,5,4,153,52,13,172,57,17
Mozilla,555465,8,2,2,30,9,5,38,11,7
Mozilla,555466,8,3,3,9,1,1,17,4,4
Mozilla,555467,2,0,0,79,10,5,81,10,5
Mozilla,555469,7,2,2,18,3,3,25,5,5
Mozilla,555470,7,1,1,15,3,3,22,4,4
Mozilla,555471,9,0,0,89,3,3,98,3,3
Mozilla,539208,8,1,1,30,3,2,38,4,3
Mozilla,555473,5,0,0,82,6,2,87,6,2
Mozilla,555474,3,1,1,207,39,17,210,40,18
Mozilla,555475,6,1,1,91,8,5,97,9,6
