ID,Word,Corrected
13917,fudgeirc,Fudge irc
13920,fugumod,Fugu mod
13924,fulladdat,Full add at
13927,fullbuildtarget,Full build target
13931,fullfill,Full fill
13932,fullfills,Full fills
13933,fullmeasure,Full measure
13936,fullpagemode,Full page mode
13939,fullreader,Full reader
13942,fullsourceworkspacesearchtests,Full source workspace search tests
13943,fullsuspendcheck,Full suspend check
13945,fulltextupdate,Full text update
13947,fullwindowdrag,Full window drag
13949,fullyqualifiedtypenames,Fully qualified type names
13950,fullzoomenlargecmd,Full zoom enlarge cmd
13951,fullzoomreducecmd,Full zoom reduce cmd
13952,fullzoomresetcmd,Full zoom reset cmd
13957,funcdocument,Func document
13958,funcformatnumb,Func format numb
13959,funcid,Func id
13961,funcionan,Func ionan
13964,functies,Func ties
13970,functioncallexpression,Function call expression
13975,functionform,Function form
13976,functionhook,Function hook
13979,functionon,Function on
13980,functionrecalculatetriggers,Function recalculate triggers
13987,fundaci,Fund aci
13988,fundbugs,Fund bugs
13989,fundingagreements,Funding agreements
13999,funktionstyper,Funktions typer
15003,getedittext,Get edit text
15006,geteffectiverights,Get effective rights
15009,getelementbytagname,Get element by tag name
15010,getelementcolumntext,Get element column text
15013,getelementnodes,Get element nodes
15015,getelementssorted,Get elements sorted
15016,getelementutils,Get element utils
15020,getemessages,Get e messages
15023,getenabledcommonwizarddescriptors,Get enabled common wizard descriptors
15026,getencodedpath,Get encoded path
15027,getencodingmemento,Get encoding memento
15028,getendline,Get end line
15029,getendnoteinfo,Get end note info
15030,getengineconfig,Get engine config
15031,getenginesettingscursor,Get engine settings cursor
15032,getengineversion,Get engine version
15033,getenglishtranslation,Get English translation
15038,getentryfromview,Get entry from view
15041,getenumliteralid,Get enumliteralid
15044,geteobjectfromid,Get e object from id
15045,geteoperations,Get e operations
15048,getestimatetimehours,Get estimate time hours
15051,getetcpath,Get etc path
15052,getevalcontext,Get eval context
15054,geteventnamesuggestion,Get event name suggestion
15055,getevents,Get events
15057,getexecutablename,Get executable name
15059,getexistingbridges,Get existing bridges
15062,getexitcodeprocess,Get exit code process
15064,getexportingbundle,Get exporting bundle
15065,getexpressionaddressdata,Get expression address data
15066,getexpressions,Get expressions
15068,getextendedbounds,Get extended bounds
15069,getextensionfrommimetype,Get extension from mime type
15070,getextensionlist,Get extension list
15072,getextent,Get extent
15075,getexternalerrorreporting,Get external error reporting
15077,getexternalstorageappfilesdirect,Get external storage app files direct
15078,getexternaltransactioncontroller,Get external transaction controller
15079,getexternaltransactioncontrollerclass,Get external transaction controller class
15080,getextradocuments,Get extra documents
15082,getextrasize,Get extra size
15083,getfallbackicon,Get fallback icon
15089,getfeaturepath,Get feature path
15091,getfeatureurl,Get feature url
15092,getfieldid,Get field id
15093,getfieldsource,Get field source
15096,getfilecontent,Get file content
15103,getfileiterator,Get file iterator
15105,getfilenameextension,Get filename extension
15106,getfilenames,Get filenames
15109,getfileservice,Get file service
15110,getfilesforsave,Get files for save
15112,getfiletransfer,Get file transfer
15113,getfilevalue,Get file value
15117,getfilterforbindingsofscope,Get filter for bindings of scope
15118,getfilterlist,Get filter list
15119,getfilternames,Get filter names
15123,getfiltertextbox,Get filter textbox
15124,getfinalrole,Get final role
15127,getfirstchildwithmatches,Get firstchild with matches
15128,getfirstproperty,Get first property
15130,getflashelements,Get flash elements
15137,getfocusedcontent,Get focused content
15138,getfocusedelementforwindow,Get focused element for window
15139,getfocusednode,Get focused node
15140,getfocusedwindow,Get focused window
15141,getfocuswindow,Get focus window
15144,getfolderignores,Get folder ignores
15145,getfontascent,Get font ascent
15146,getfontmanager,Get font manager
15150,getforeignkeys,Get foreign keys
15152,getformattedstring,Get formatted string
15153,getformattedvaluetext,Get formatted value text
15154,getformula,Get formula
15160,getframebuffer,Get frame buffer
15161,getframefromdirection,Get frame from direction
15162,getframefunctionobject,Get frame function object
15163,getframestate,Get frame state
15165,getfreezestext,Get freezes text
15166,getfromclosure,Get from closure
15167,getfromstream,Get from stream
15171,getfunctioncapacity,Get function capacity
15172,getfunctionelements,Get function elements
15176,getgconfproxyinfo,Get gconf proxy info
15178,getgenericdatatype,Get generic data type
15180,getgeopoint,Get geopoint
15181,getgl,Get gl
15182,getglobalclasses,Get global classes
15183,getglobalcontextegl,Get global context egl
15184,getglobaloffset,Get global offset
15185,getglobalparam,Get global param
15186,getglobalpixelcoordx,Get global pixel coordx
15187,getglobals,Get globals
15188,getglobalsettings,Get global settings
15196,gethandledata,Get handle data
15197,gethandleforelement,Get handle for element
15199,gethandlemementodelimiter,Get handle mement odelimiter
15200,gethandlerfor,Get handler for
15201,gethandlerhelper,Get handler helper
15204,getheadercellsfor,Get header cells for
15205,getheadersvisible,Get headers visible
15208,gethelpinfo,Get help info
15209,gether,Get her
15211,gethighlighterforcontextid,Get highlight erforcon text id
15212,gethighlightrules,Get highlight rules
15222,gethttpservletrequest,Get http servlet request
15225,gethyperlinkindex,Get hyperlink index
15226,gethyphenatedword,Get hyphenated word
15229,getidentifierconstituentchars,Get identifier constituent chars
15232,getidispatch,Get id is patch
15236,getimagefilename,Get image filename
15237,getimagefor,Get image for
15239,getimagerelativepath,Get image relative path
15241,getimageurl,Get image url
15242,getimember,Get I member
15249,getincludedmembers,Get included members
15250,getincludedschema,Get included schema
15251,getincluderesource,Get include resource
15252,getincludes,Get includes
15253,getincoming,Get incoming
15255,getindentifier,Get indentifier
15256,getindexfromstring,Get index from string
15259,getinfrastructure,Get infra structure
15260,getinitializedservicedesc,Get initialized service desc
15261,getinitialmenurect,Get initial menu rect
15262,getinitialwritevalue,Get initial write value
15263,getinitrequestdatablock,Get init request data block
15265,getinlinetagouput,Get inline tag ouput
15266,getinnermosturi,Get inner most uri
15267,getinputparametervalue,Get input parameter value
15273,getinstalledearlibrariescontainer,Get installed ear libraries container
15277,getinstalllogfile,Get install log file
15278,getinstallplan,Get install plan
15284,getintenttosend,Get intent to send
15285,getinteresting,Get interesting
15287,getinternalaccessor,Get internal accessor
15288,getinternalkeystoragetoken,Get internal key storage token
15290,getinvalidationstate,Get invalid ation state
15291,getinvocationcount,Get invocation count
15295,getisflagged,Get is flagged
15297,getitds,Get it ds
15298,getitemannotationstring,Get it emannotation string
15300,getitembyid,Get item byid
15301,getitemcommand,Get item command
15302,getitemdateadded,Get item date added
15305,getitemidforguid,Get item id for guid
15310,getitemwidth,Get item width
15312,getjavaclassfolders,Get java class folders
15313,getjavadebugtarget,Get java debug target
15318,getjavalangfunction,Get java lang function
15319,getjavaprops,Get java props
15323,getjobsubmissionservices,Get job submission services
15324,getjrecontainerpath,Get jre container path
15325,getjreinfofrombinpath,Get jre info from bin path
15326,getjsfappconfigmgr,Get js fapp config mgr
15328,getjsonarray,Get js on array
15329,getjumpoffset,Get jump offset
15331,getka,Get ka
15332,getkeyboardstate,Get key board state
15333,getkeydata,Get key data
15334,getkeylistener,Get key listener
15336,getkeytext,Get key text
15340,getlabelorthrow,Get label or throw
15341,getlabelprovidertext,Get label provider text
15344,getlanguagecontenttype,Get language content type
15345,getlanguagename,Get language name
15346,getlanguagepart,Get language part
15347,getlastbuiltstate,Get last built state
15349,getlastknownlocationlocked,Get last known location locked
15350,getlastknownsignalstrength,Get last known signal strength
15351,getlastmouseevent,Get last mouse event
15353,getlastpaymentdate,Get last payment date
15354,getlastreadtimestamp,Get last read time stamp
15355,getlastsegment,Get last segment
15357,getlatestversion,Get latest version
15359,getlaunchable,Get launchable
15362,getlaunchgroup,Get launch group
15364,getlayoutancestor,Get layout ancestor
15365,getlayoutdimension,Get layout dimension
15366,getlayouthistorystate,Get layout history state
15367,getlayoutlibrary,Get layout library
15369,getleafredefinedelement,Get leafre defined element
15370,getleftparent,Get left parent
15371,getleftrightmaxima,Get left right maxima
15372,getlengthoftext,Get length of text
15373,getlevelinternal,Get level internal
15375,getlifecycle,Get lifecycle
15376,getlin,Get lin
15378,getlinecolor,Get line color
15381,getlineitems,Get line items
15382,getlineseg,Get line seg
15383,getlinestartoffset,Get line start offset
15386,getlinkfieldnames,Get link field names
15387,getlinkindex,Get link index
15388,getlinkindexatoffset,Get link index at offset
15389,getlinksclickable,Get links clickable
15390,getlinktextcolors,Get link text colors
15393,getlistenerinfo,Get listener info
15394,getlisteners,Get listeners
15395,getliteralvalue,Get literal value
15396,getlngradians,Get lngradians
15397,getloadgroup,Get load group
15398,getlocalcertificates,Get local certificates
15399,getlocalclipboundscomparetype,Get local clip bound scomp are type
15402,getlocalmanager,Get local manager
15403,getlocalprop,Get local prop
15405,getlogentries,Get logentries
15407,getloggername,Get logger name
15408,getloggingservice,Get logging service
15409,getlogicalstructure,Get logical structure
15410,getlogmanager,Get log manager
15411,getlookupuri,Get lookup uri
15413,getmacro,Get macro
15416,getmanagedbeanclass,Get managed bean class
15419,getmapforscope,Get map for scope
15420,getmapmode,Get map mode
15421,getmapper,Get mapper
15423,getmappingcollection,Get mapping collection
15424,getmappingxml,Get mapping xml
15425,getmapproperty,Get map property
15426,getmarginrect,Get margin rect
15429,getmarkpoints,Get mark points
15430,getmatching,Get matching
15431,getmatchinguriresolvers,Get matching urire solvers
15432,getmatchstring,Get match string
15433,getmavenexceptionhandler,Get maven exception handler
15434,getmaxblocks,Get max blocks
15435,getmaxdepth,Get max depth
15436,getmaximumrange,Get maximum range
15437,getmaxoffset,Get max offset
15439,getmeasuredheightandstate,Get measured height and state
15440,getmediaprintablearea,Get media printable area
15443,getmembervalue,Get member value
15445,getmemento,Get memento
15446,getmementohandle,Get mement o handle
15447,getmenucreator,Get menu creator
15449,getmenustate,Get menu state
15450,getmenutext,Get menu text
15452,getmeoutofhere,Get me out of here
15454,getmergedarea,Get merged area
15455,getmergedareanocrash,Get merged are a no crash
15456,getmessagecapacity,Get message capacity
15457,getmessagedestinationrefs,Get messaged estination refs
15459,getmetad,Get metad
15460,getmetadatamethod,Get meta data method
15461,getmetafeature,Get meta feature
15462,getmetamodel,Get meta model
15466,getmethodsignaturefromnode,Get method sign at ure from node
15467,getmethodtest,Get method test
15469,getminidumpforchild,Get mini dump for child
15470,getminimalheight,Ge tminimal height
15471,getminimalpackageinfo,Get minimal package info
15472,getminmaxinfo,Get minmax info
15473,getmiresults,Get mi results
15474,getmiro,Get miro
15479,getmodalchildexcluding,Get modal child excluding
15483,getmodeldataforcontainer,Get model data for container
15484,getmodelfacet,Get model facet
15488,getmodeltargetconnections,Get model target connections
15489,getmodeluri,Get model uri
15490,getmodificationdataforobservable,Get modification data for observable
15491,getmodifiersid,Get modifiers id
15494,getmonitordpi,Get monitor dpi
15496,getmonitorrect,Get monitor rect
15498,getmonths,Get months
15501,getmothername,Get mother name
15502,getmoveable,Get moveable
15503,getmovierate,Get movierate
15504,getmsg,Get msg
15505,getmsgfolderfromuri,Get msgf older from uri
15506,getmsghdrforcurrenturl,Get msg hdr for current url
15508,getmutabledata,Get mutable data
15509,getmx,Get mx
15510,getmylabel,Get my label
15511,getnamedfilters,Get named filters
15513,getnameditemns,Get named itemns
15514,getnamedscripts,Get named scripts
15517,getnamespacedoc,Get name space doc
15518,getnametextrange,Get name text range
15520,getnativefunction,Get native function
15524,getnatureids,Get nature ids
15525,getnavigationhistory,Get navigation history
15529,getncwindowmetrics,Get nc window metrics
15531,getnestedmessages,Get nested messages
15532,getnetworkcountryiso,Get network country iso
15534,getnetworkoperator,Get network operator
15540,getnextcontinuation,Get next continuation
15541,getnexte,Get next e
15546,getnextposition,Get next position
15547,getnextuncombinedcharrange,Get next uncombined char range
15548,getnextvalue,Get next value
15550,getnodeclass,Get node class
15551,getnodeviewclass,Get node view class
15553,getnodewalker,Get node walker
15555,getnowconnectedbtdevicesadd,Get now connected bt device sadd
15556,getnumberavailableconnections,Get number available connections
15557,getnumberformat,Get number format
15559,getnumberofregisteredintentsforcellbroadcast,Get number of registered intents for cell broadcast
15560,getnumrule,Get num rule
15562,getobjectbyid,Get object by id
15566,getobjects,Get objects
15567,getobjectsinidentitymap,Get objects in id entity map
15568,getobjecttotalsize,Get object total size
15569,getobstacle,Get obstacle
15571,getodbcfunction,Get odbc function
15572,getoffice,Get office
15573,getofflinefilestream,Get offline file stream
15574,getoid,Get oid
15577,getoldvalues,Get old values
15578,getooopath,Get ooo path
15579,getopcodemap,Get op code map
15580,getopenable,Get openable
15581,getopenarchives,Get open archives
15584,getoptimalsize,Get optimal size
15585,getoptimalsizeself,Get optimal size self
15586,getoptimisticlockingpolicy,Get optimistic locking policy
15587,getoptionindex,Get option index
15592,getorigdailstring,Get origdail string
15593,getoriginalmimetype,Get original mime type
15594,getoriginaltarget,Get original target
15595,getorigwindowselection,Get or ig window selection
15597,getormresource,Get orm resource
15598,getornull,Get or null
15600,getosarch,Get os arch
15603,getoutgoing,Get out going
15606,getoutputlocationforresource,Get output location for resource
15607,getoutputnumchannels,Get out put num channels
15608,getoutputstorage,Get out put storage
15610,getoutstream,Get out stream
15611,getoverlayviewcontextmenuprovider,Get overlay view context menu provider
15613,getoverrideindicators,Get override indicators
15614,getoverridepolicy,Get override policy
15616,getownpropertyname,Get own property name
15617,getpackagedeclarations,Get package declarations
15619,getpackagefragment,Get package fragment
15627,getpacketreplytimeout,Get packet reply timeout
15629,getpageparticipants,Get page participants
15631,getpair,Get pair
15632,getpaletteviewer,Get palette viewer
15633,getparagraphcount,Get paragraph count
15636,getparameterdefinitions,Get parameter definitions
15641,getparamvalue,Get param value
15643,getparentbinding,Get parent binding
15644,getparentdelta,Get parent delta
15648,getparentpolicy,Get parent policy
15649,getparentremotefile,Get parent remote file
15650,getparentwindow,Get parent window
15651,getparsecontroller,Get parse controller
15654,getparthitself,Get part h itself
15655,getpartiallyenabledcategories,Get partially enabled categories
15657,getpasswordwithoutui,Get password without ui
15658,getpasswordwithui,Get password with ui
15659,getpastecommand,Get paste command
15660,getpathentries,Get path entries
15663,getpeername,Get peer name
15664,getpeerport,Get peer port
15665,getpendingshare,Get pending share
15666,getpercentageinstance,Get percent age instance
15668,getpersistencemanagerfactory,Get persistence manager factory
15671,getpersistenturlfromstorageurl,Get persistent url from storage url
15675,getphysicallocation,Get physic allocation
15677,getpingsql,Get ping sql
15681,getpkeymap,Get pkey map
15682,getplatformdelimitedtext,Get platform delimited text
15683,getplatformoperators,Get platform operators
15684,getpluggedinauthenticator,Get plugged in authenticator
15686,getpluginbase,Get plug in base
15687,getpluginclass,Get plug in class
15688,getplugindescriptor,Get plug in descriptor
15689,getpluginfile,Get plugin file
15690,getpluginforcompatibility,Get plugin for compatibility
15691,getpluginmessage,Get plugin message
15694,getpluginshapeinfo,Get plugin shape info
15695,getpluginversion,Get plugin version
15697,getpointercount,Get pointer count
15699,getpointerstate,Get pointer state
15701,getpolicystate,Get policy state
15704,getpos,Get pos
15705,getpositionattribute,Get position attribute
15706,getpossiblehyphens,Get possible hyphens
15707,getpostalcode,Get postal code
15709,getprefcoord,Get pref coord
15713,getpresenceservices,Get presence services
15714,getpresentation,Get presentation
15715,getpressshell,Get pressshell
15716,getpreviewdocument,Get preview document
15721,getprimaryextension,Get primary extension
15722,getprimarykeyclassifications,Get primary key class if ications
15724,getprinternamelist,Get printer name list
15725,getprinthelper,Get print helper
15727,getprivateroot,Get private root
15728,getprocaddress,Get proc address
15729,getprocedures,Get procedures
15730,getprocessorlinesize,Get processor line size
15731,getprocessworkingdir,Get process working dir
15738,getprofilesnapshot,Get profile snapshot
15740,getproje,Get proje
15742,getprojectandpath,Get project and path
15743,getprojectdata,Get project data
15744,getprojectdetails,Get project details
15747,getprojectfacetaction,Get project facetaction
15748,getprojectionmapping,Get project ion mapping
15749,getprojectoverlayimage,Get project overlay image
15751,getprojectrelativepath,Get project relative path
15752,getprojectrelativepaths,Get project relative paths
15753,getprojectresources,Get project resources
15754,getpropertyattrsgetterandsetterbyid,Get property attrs getter and setter by id
15756,getpropertydefault,Get property default
15758,getpropertyelements,Get property elements
15759,getpropertyinfo,Get property info
15762,getpropertypriority,Get property priority
15766,getpropertyvaluehelper,Get property value helper
15767,getpropertyvaluestolerant,Get property value stolerant
15769,getpropw,Get prop w
15775,getproxyfactory,Get proxy factory
15777,getproxygnome,Get proxy gnome
15780,getpuinfo,Get pu info
15782,getqname,Get qname
15785,getqueryoperation,Get query operation
15787,getquerystring,Get query string
15788,getquotaroot,Get quota root
15789,getquotedattrnameat,Get quoted attr nameat
15790,getrandomstring,Get random string
15792,getrangeaddresses,Get range addresses
15799,getrawoffset,Get raw offset
15801,getrawvalue,Get raw value
15802,getrdfrepository,Get rdf repository
15803,getreadable,Get readable
15805,getreads,Get reads
15807,getrealtime,Get realtime
15809,getreceiveexecutor,Get receive executor
15810,getrecommendedmaxbytesovermobile,Get recommend edmax bytes over mobile
15811,getrecorder,Get recorder
15812,getrecordpropertystring,Get record property string
15813,getredlines,Get redlines
15814,getrefcontent,Get ref content
15815,getrefdevice,Get ref device
15817,getreferencegrammarepackage,Get reference grammare package
15820,getrefreshrate,Get refresh rate
15822,getregionatcharacteroffset,Get region at character offset
15823,getregisteredch,Get registered ch
15824,getregisteredchildren,Get registered children
15826,getregisteredname,Get register ed name
15827,getregistersubgroups,Get register subgroups
15828,getregistertype,Get register type
15830,getrelatedviewparams,Get related view params
15831,getrelativeoffset,Get relative offset
15832,getrelativeview,Get relative view
15833,getrelaunchname,Get relaunch name
15834,getreleaseaction,Get release action
15836,getremoteobject,Get remote object
15839,getrenderedimage,Get rendered image
15840,getrenderingcontext,Get rendering context
15841,getrenderoption,Get render option
15846,getrepo,Get repo
15847,getreportdesignname,Get report design name
15848,getreportelement,Get report element
15849,getreportquery,Get report query
15851,getrequestmessageid,Get request message id
15852,getrequiredcapabilities,Get required capabilities
15855,getresid,Get resid
15856,getresizable,Get resizable
15861,getresourceattributes,Get resource attributes
15864,getresourcemodel,Get resource model
15867,getresponseandclose,Get response and close
15870,getresponseinputstream,Get response input stream
15871,getresponsestream,Get response stream
15872,getresponsetext,Get response text
15873,getresponsexml,Get response xml
15874,getresstring,Get res string
15875,getresultcode,Get result code
15878,getresultsetsmetadata,Get result sets metadata
15879,getresulttypeof,Get result typeof
15881,getreusableconnection,Get reusable connection
15884,getrocssprimitivevalue,Get rocss primitive value
15886,getrootcontrol,Get root control
15889,getrootlayer,Get root layer
15890,getrootnodeandinitializeeditor,Get root node and initialize editor
15893,getrootscrollframe,Get root scroll frame
15895,getrootviewcommand,Get root view command
15896,getroute,Get route
15897,getrouting,Get routing
15898,getrowfornode,Get row for node
15901,getrtime,Get r time
15902,getruleid,Get rule id
15903,getrulesetentries,Get rule set entries
15904,getruncount,Get run count
15905,getrunningbuilds,Get running builds
15906,getrwsession,Get rw session
15909,getsash,Get sash
15910,getsashwidth,Get sash width
15913,getsaveautomatically,Get save auto matically
15914,getsavecount,Get save count
15915,getsavedcontext,Get saved context
15917,getscaledtouchslop,Get scaled touch slop
15920,getscheduledjobs,Get scheduled jobs
15921,getschedulingrule,Get scheduling rule
15924,getschemaforschema,Get schema for schema
15929,getscopechainforstackframe,Get scope chain for stack frame
15930,getscopeofobject,Get scope of object
15931,getscreenlayout,Get screen layout
15932,getscriptableobject,Get script able object
15933,getscriptcontextfromjscontext,Get script context from js context
15934,getscriptforvalue,Get script for value
15935,getscripthandler,Get script handler
15937,getscripttypeid,Get script type id
15939,getscrollposition,Get scroll position
15940,getsearchpage,Get search page
15941,getsearchvalue,Get search value
15942,getsecondarymessage,Get secondary message
15945,getsectionid,Get section id
15946,getsecurerandommember,Get secure random member
15947,getsecuresocketifconnected,Get secure socket if connected
15948,getsecurityelement,Get security element
15949,getsegment,Get segment
15951,getselectedaccessiblechildcount,Get selected accessible child count
15952,getselectedaccessiblecolumns,Get selected accessible columns
15953,getselectedasbytes,Get selected as bytes
15959,getselectedpos,Get selected pos
15961,getselectedpreset,Get selected preset
15962,getselectedrange,Get selected range
15966,getselectionforcopy,Get selection for copy
15969,getsensortime,Get sensor time
15970,getsequencenamed,Get sequence named
15973,getservernameandversion,Get server name and version
15974,getserverplatform,Get server platform
15975,getserverports,Get server ports
15977,getservicebyid,Get service by id
15979,getservicepolicy,Get service policy
15980,getserviceurls,Get service urls
15982,getservletpath,Get servlet path
15983,getservlets,Get servlets
15986,getsessionnamesbyclass,Get session names by class
15987,getsettingentrieslist,Get setting entries list
15989,getseveritylevel,Get severity level
15990,getshaderparameter,Get shader parameter
15991,getshadowdata,Get shadow data
15992,getsharedcontext,Get shared context
15993,getsharedimagename,Get shared image name
15996,getshortjavaclassname,Get short java class name
15997,getshortnamespace,Get short namespace
15998,getshortweekdays,Get short weekdays
15999,getshownsaveables,Get shown saveables
16000,getsimpledecodings,Get simple decodings
16002,getsims,Get sims
16004,getsingletontextcontents,Get single ton text contents
16006,getsingularobjectfromstring,Get singular object from string
16007,getsituationtype,Get situation type
16009,getslaunched,Gets launched
16010,getslots,Get slots
16013,getsoaprequesttemplate,Get soap request template
16015,getsolarmutex,Get solar mutex
16016,getsomethingwithsideeffects,Get something with side effects
16019,getsourceentrythatcovers,Get source entry that covers
16020,getsourcefiles,Get source files
16026,getspecialsibling,Get special sibling
16027,getspritecanvas,Get sprite canvas
16032,getstagger,Get stagger
16034,getstartedactivityintent,Get started activity intent
16035,getstartpos,Get start pos
16037,getstatecount,Get state count
16039,getstateinstance,Get state instance
16042,getstaticobjectfield,Get static object field
16044,getstaticscriptglobal,Get static script global
16047,getstoptimeout,Get stop time out
16049,getstorageid,Get storage id
16050,getstorageofformatfrominputstream,Get storage of format from input stream
16053,getstreamitemphotos,Get stream item photos
16055,getstringarraylist,Get string array list
16057,getstringbundle,Get string bundle
16059,getstringfromserver,Get string from server
16060,getstringindices,Get string indices
16065,getstructuraltestinput,Get structural test input
16066,getstructureswingicon,Get structures wing icon
16069,getstyledelementlabel,Get styled element label
16071,getstyledtextlabel,Get styled text label
16073,getstyletext,Get style text
16074,getsubclass,Get subclass
16075,getsubdiffelements,Get sub diff elements
16077,getsubjectfor,Get subject for
16078,getsubjecttype,Get subject type
16081,getsubsytems,Get subsytems
16082,getsubtoolbarname,Get subtoolbar name
16085,getsupercachemaximumsize,Get super cache maximum size
16087,getsupergrammar,Get super grammar
16088,getsupportedformat,Get supported format
16091,getsupportedprotocols,Get supported protocols
16093,getsurfacetexture,Get surface texture
16094,getsurroundingtextselection,Get surrounding text selection
16098,getsynchronous,Get synchronous
16100,getsysid,Get sys id
16101,getsysstatus,Get sys status
16105,getsystemdefaultpaper,Get system default paper
16111,gettabforwindow,Get tab for window
16112,gettabfromworker,Get tab from worker
16114,gettableorcolumncompletionproposals,Get table or column completion proposals
16116,gettableselection,Get table selection
16117,gettabletypes,Get table types
16118,gettableviewer,Get table viewer
16121,gettargetbundlemap,Get target bundle map
16122,gettargetconnectionanchor,Get target connection anchor
16123,gettargetexception,Get target exception
16124,gettargetgennodes,Get target gen nodes
16126,gettaskeditorextension,Get task editor extension
16127,gettaskid,Get task id
16130,gettemplatepath,Get template path
16131,gettemplatesbyname,Get templates by name
16132,gettemporaryusertoken,Get temporary user token
16134,getterminalconnectorinfo,Get terminal connector info
16135,getterminaltoremotestream,Get terminal to remote stream
16138,gettestcertificate,Get test certificate
16140,gettestdependency,Get test dependency
16142,gettestpilotversion,Get test pilot version
16143,gettexparameter,Get tex parameter
16145,gettextatlinenumber,Get text at line number
16147,gettextdata,Get text data
16148,gettextdimension,Get text dimension
16149,gettexteditoutlinerview,Get text edit outline rview
16151,gettextmetrics,Get text metrics
16155,getthecurrencytable,Get the currency table
16156,gettheme,Get theme
16159,getthreadpolicy,Get thread policy
16163,getthumbnailhelper,Get thumbnail helper
16164,getthunderbird,Get thunder bird
16169,gettimezoneservice,Get timezone service
16173,gettokenend,Get token end
16175,gettooltiphelper,Get tooltip helper
16178,gettopblockchild,Get top block child
16182,gettoplevelobjects,Get top level objects
16183,gettoplevelscope,Get top level scope
16184,gettotalpaddingleft,Get total padding left
16185,gettotalpaddingright,Get total padding right
16186,gettotalpaddingtop,Get total padding top
16187,gettraceasstring,Get trace as string
16188,gettrackingdomain,Get tracking domain
16189,gettrackingpath,Get tracking path
16192,gettransformationmethod,Get transformation method
16193,gettransitions,Get transitions
16194,gettranslationrow,Get translation row
16195,gettreeslist,Get trees list
16196,gettreeviewer,Get tree viewer
16197,gettreewalker,Get tree walker
16198,gettriggeringcontrol,Get triggering control
16201,gettrustmanagers,Get trust managers
16207,gettypeelement,Get type element
16208,gettypelabel,Get type label
16209,gettypemethodcalls,Get type method calls
16211,gettypeparametersignatures,Get type parameter signatures
16212,gettypereferencesin,Get type references in
16213,gettypesasstring,Get types as string
16215,gettypesreferencedin,Get types referenced in
16216,gettypevalue,Get type value
16218,getuiconnectionmanager,Get ui connection manager
16219,getuicontrol,Get ui control
16220,getuncachedproviders,Get uncached providers
16221,getunderlinedtext,Get underlined text
16222,getunderlyingdiskfile,Get underlying disk file
16223,getuniqueidentifier,Get unique identifier
16224,getuniquetabinfo,Get unique tab info
16225,getunitqueidstring,Get unit que id string
16226,getunittypeforstring,Get unit type for string
16228,getupdatecount,Get update count
16230,getupdatejobsperiod,Get update jobs period
16231,getuploadrequesttemplate,Get upload request template
16235,geturlaslocal,Get url as local
16238,geturlfordata,Get url for data
16240,getusbmodemstate,Get usb modem state
16242,getuseon,Get use on
16244,getuseragent,Get user agent
16245,getuserandhostenvvarsasstringarray,Get user and host env vars as string array
16247,getuserdatadirectory,Get user data directory
16248,getuserfontsetinternal,Get user font set internal
16249,getuserlocaleinfo,Get user locale info
16253,getvalid,Get valid
16254,getvalidationtesttempdirectory,Get validation test temp directory
16255,getvalidatordisplayname,Get validator display name
16257,getvalidlocation,Get valid location
16259,getvalueint,Get value int
16261,getvaluemode,Get value mode
16262,getvaluename,Get value name
16263,getvalueregion,Get value region
16264,getvaluestring,Get value string
16267,getvariabledeclarationreadsinside,Get variable declaration read sinside
16268,getvariablenamesuggestions,Get variable name suggestions
16273,getvideointrinsicsize,Get video intrinsic size
16274,getvideosize,Get video size
16277,getviewandelementdescriptor,Get view and element descriptor
16278,getviewelements,Get view elements
16279,getviewenumerator,Get view enumerator
16281,getviews,Get views
16283,getvirtualchildcount,Get virtual child count
16284,getvirtualpathobjectfactory,Get virtual path object factory
16287,getvisibleaddonforid,Get visible add on fo rid
16288,getvisiblerect,Get visible rect
16289,getvisibletabs,Get visible tabs
16290,getvisitedlike,Get visited like
16291,getvisualid,Get visual id
16292,getvisualpartmap,Get visual part map
16295,getvoicecallstate,Get voice call state
16300,getwebcontent,Get web content
16302,getweekduration,Get week duration
16303,getweight,Get weight
16304,getwelcomepageurl,Get welcome page url
16305,getwhateverservice,Get whatever service
16307,getwidgetbyid,Get widget by id
16309,getwidgettransparency,Get widget transparency
16312,getwidthpercent,Get width percent
16314,getwindowclipregionpixel,Get window clip region pixel
16315,getwindowforrequest,Get window for request
16317,getwindowopen,Get window open
16318,getwindoworigininpixels,Get window origin in pixels
16320,getwindowtextlength,Get window text length
16321,getword,Get word
16322,getwordboundary,Get word boundary
16325,getworkernodes,Get worker nodes
16326,getworkingsetname,Get working set name
16328,getworkspacebundles,Get workspace bundles
16333,getwritelockupdateexpression,Get write lock update expression
16336,getwsdlfromurl,Get wsdl from url
16339,getxmlfromstring,Get xml from string
16341,getxmlparseexception,Get xml parse exception
16348,getyforposition,Get y for position
16351,getzoommanager,Get zoom manager
16352,getzoomviewval,Get zoom view val
16398,ghosttabs,Ghost tabs
16425,gingerbreak,Ginger break
16432,girlfiend,Girl fiend
16437,givefeedback,Give feedback
16446,glapi,glapi
16491,globalcommandmanager,Global command manager
16499,globalnumbering,Global numbering
16501,globalout,Global out
16503,globalrefreshaction,Global refresh action
16504,globalruleauditor,Global rule auditor
16505,globalsettings,Global settings
16509,globaltrust,Global trust
16511,globalunplug,Global unplug
16513,globalvardef,Global var def
